event_ns,lane,note_id,stage,judgment,delay_ns
4412697618,6,53,calibration,perfect,1213190
4547722641,5,54,calibration,perfect,1091655
4548693746,4,55,calibration,perfect,919000
4577695083,6,56,calibration,perfect,985952
4647715416,3,57,calibration,perfect,853212
4709697723,3,58,calibration,perfect,1200167
4725888124,0,59,calibration,perfect,1532808
4747693754,5,60,calibration,perfect,926107
4755692473,3,61,calibration,perfect,783915
4839696161,4,62,calibration,perfect,484934
4926735404,5,63,calibration,perfect,1028133
4975697440,5,64,calibration,perfect,417437
4988695814,2,65,calibration,perfect,718568
5067845736,2,66,calibration,perfect,1060099
5098683250,5,67,calibration,perfect,626450
5161865767,6,68,calibration,perfect,1282001
5173741535,1,69,calibration,perfect,1046274
5229913306,4,70,calibration,perfect,431468
5339926299,7,71,calibration,perfect,924075
5364912677,0,72,calibration,perfect,759052
5375919587,4,73,calibration,perfect,830786
5389918527,6,74,calibration,perfect,455508
5410913832,1,75,calibration,perfect,507084
5451912386,4,76,calibration,perfect,459305
5484912863,3,77,calibration,perfect,483725
5485913801,0,78,calibration,perfect,411556
5486940966,1,79,calibration,perfect,931209
5503912708,2,80,calibration,perfect,1019702
5579914494,7,81,calibration,perfect,679144
5592916546,0,82,calibration,perfect,483595
5612949543,6,83,calibration,perfect,1076433
5615911984,2,84,calibration,perfect,1044342
5658917011,7,85,calibration,perfect,1015326
5715913186,4,86,calibration,perfect,1403942
5855915656,2,87,calibration,perfect,528823
5878913755,4,88,calibration,perfect,703644
5921912946,4,89,calibration,perfect,786478
5985917914,4,90,calibration,perfect,1129531
11042705817,2,91,scored,perfect,503411
11066693217,4,92,scored,perfect,517462
11096691343,6,93,scored,perfect,-419800
11158693957,4,94,scored,perfect,-170425
11188692158,0,95,scored,perfect,212273
11298691924,6,96,scored,perfect,-172980
11306692884,0,97,scored,perfect,-96869
11307701677,7,98,scored,perfect,167014
11311730219,5,99,scored,perfect,321379
11332690225,2,100,scored,perfect,-374490
11474708259,0,101,scored,perfect,465167
11479691068,7,102,scored,perfect,11586
11508716828,2,103,scored,perfect,206513
11580691594,4,104,scored,perfect,331772
11611692029,0,105,scored,perfect,-508439
11618694820,6,106,scored,perfect,-235734
11688699571,3,107,scored,perfect,-123305
11689694544,0,108,scored,perfect,-59124
11731695440,6,109,scored,perfect,178451
11741696303,4,110,scored,perfect,-71246
11761717733,2,111,scored,perfect,137363
11906693861,2,112,scored,perfect,-12119
11919710173,7,113,scored,perfect,204938
11982997993,4,114,scored,perfect,-207703
12059468623,2,115,scored,perfect,-400402
12066463203,3,116,scored,perfect,248446
12164493719,6,117,scored,perfect,-268358
12246495848,1,118,scored,perfect,399060
12258498831,6,119,scored,perfect,22797
12264495210,4,120,scored,perfect,551236
12265493233,7,121,scored,perfect,530088
12268495831,0,122,scored,perfect,-333348
12282493201,3,123,scored,perfect,99865
12284495260,2,124,scored,perfect,186202
12368672496,3,125,scored,perfect,163971
12476095662,5,126,scored,perfect,923499
12483646899,3,127,scored,perfect,389533
12508651133,4,128,scored,perfect,-224417
12597645152,6,129,scored,perfect,-429136
12779687417,7,130,scored,perfect,154901
12820646807,4,131,scored,perfect,-42830
12847645119,6,132,scored,perfect,506550
12894645148,3,133,scored,perfect,241787
12896648077,5,134,scored,perfect,-376135
12920647264,4,135,scored,perfect,12925
12930647694,6,136,scored,perfect,251457
13011668909,7,137,scored,perfect,171402
13152644225,1,138,scored,perfect,-504180
13186643913,5,139,scored,perfect,-100080
13237667407,4,140,scored,perfect,-16891
13350646067,3,141,scored,perfect,-131901
13366643472,2,142,scored,perfect,-170246
13421643731,2,143,scored,perfect,-101570
13441652364,0,144,scored,perfect,271437
13455644387,6,145,scored,perfect,-174359
13472671350,7,146,scored,perfect,12615
13556039646,1,147,scored,perfect,335152
13567038237,7,148,scored,perfect,537409
13590040846,5,149,scored,perfect,-81993
13639043800,2,150,scored,perfect,-57350
13652462625,6,151,scored,perfect,-69299
13691716032,7,152,scored,perfect,-412819
13821804124,0,153,scored,perfect,193771
13907814490,5,154,scored,perfect,36949
14096119909,2,155,scored,perfect,269963
14162121108,3,156,scored,perfect,-358060
14177187921,4,157,scored,perfect,-39850
14186184977,0,158,scored,perfect,309482
14191198913,2,159,scored,perfect,-290041
14220354627,4,160,scored,perfect,-145503
14341368360,4,161,scored,perfect,-323839
14352353772,6,162,scored,perfect,-338691
14438363732,2,163,scored,perfect,467696
14467358339,4,164,scored,perfect,-98474
14481354384,5,165,scored,perfect,-263544
14489353913,1,166,scored,perfect,-115862
14501365066,0,167,scored,perfect,322600
14583354690,1,168,scored,perfect,-442879
14599361101,4,169,scored,perfect,674466
14605355096,0,170,scored,perfect,-109832
14663359388,4,171,scored,perfect,280985
14686354955,2,172,scored,perfect,-453906
14694353570,3,173,scored,perfect,-382423
14851360188,0,174,scored,perfect,42980
14920355099,5,175,scored,perfect,60460
14945437270,7,176,scored,perfect,-81461
15053450204,4,177,scored,perfect,-67618
15107451760,7,178,scored,perfect,102667
15218437387,7,179,scored,perfect,-357770
15288441596,7,180,scored,perfect,-165626
15296441393,5,181,scored,perfect,128456
15306437701,6,182,scored,perfect,547608
15323438137,1,183,scored,perfect,-507804
15328438382,3,184,scored,perfect,-88014
15358395548,6,185,scored,perfect,-104399
15399463075,6,186,scored,perfect,385461
15539313811,5,187,scored,perfect,535849
15542315551,1,188,scored,perfect,-495505
15585313239,2,189,scored,perfect,302234
15680313378,0,190,scored,perfect,299389
15701321623,5,191,scored,perfect,-216357
15724326230,0,192,scored,perfect,352561
15775326537,0,193,scored,perfect,-258678
15842829447,1,194,scored,perfect,599423
15871828499,5,195,scored,perfect,165025
15883694306,1,196,scored,perfect,50272
15908698764,3,197,scored,perfect,16386
15952733926,5,198,scored,perfect,-89055
15983751713,0,199,scored,perfect,42556
16134693302,1,200,scored,perfect,339126
16173694530,3,201,scored,perfect,294352
16308707079,0,202,scored,perfect,174200
16370726521,5,203,scored,perfect,196373
16400720423,4,204,scored,perfect,155809
16446697343,2,205,scored,perfect,299407
16536697617,3,206,scored,perfect,145879
16619692143,4,207,scored,perfect,-123206
16634697188,0,208,scored,perfect,138365
16642700746,5,209,scored,perfect,-470945
16829697011,2,210,scored,perfect,-198963
16837694777,5,211,scored,perfect,58325
16849694768,1,212,scored,perfect,-201245
16878694272,4,213,scored,perfect,-252998
16889694201,5,214,scored,perfect,-93503
16907695377,0,215,scored,perfect,-248500
16912694305,1,216,scored,perfect,324489
16994693668,2,217,scored,perfect,281199
17011693958,6,218,scored,perfect,538637
17047694659,3,219,scored,perfect,-418647
17112693788,3,220,scored,perfect,11144
17331694927,4,221,scored,perfect,-232145
17463701486,6,222,scored,perfect,5102
17532695286,1,223,scored,perfect,344124
17543701854,0,224,scored,perfect,392242
17566711333,4,225,scored,perfect,655702
17570714608,5,226,scored,perfect,175619
17609699796,7,227,scored,perfect,-4044
17718733966,1,228,scored,perfect,146845
17736693696,3,229,scored,perfect,-71254
17756694615,2,230,scored,perfect,455478
17786692863,4,231,scored,perfect,117004
17796698603,1,232,scored,perfect,96264
17820692466,3,233,scored,perfect,-438942
17846694923,0,234,scored,perfect,-89668
17864720908,7,235,scored,perfect,-139430
17908719607,0,236,scored,perfect,122754
18039699639,2,237,scored,perfect,137822
18092699662,2,238,scored,perfect,-286895
18164697557,0,239,scored,perfect,-152091
18182726318,7,240,scored,perfect,330353
18216695190,1,241,scored,perfect,124502
18386695990,6,242,scored,perfect,-126916
18433698456,6,243,scored,perfect,72799
18444694997,5,244,scored,perfect,303263
18481737513,6,245,scored,perfect,-200184
18510695601,0,246,scored,perfect,615831
18533698640,5,247,scored,perfect,-33055
18568695018,7,248,scored,perfect,90842
18575699277,4,249,scored,perfect,123362
18601696545,2,250,scored,perfect,-25850
18728693578,3,251,scored,perfect,-98391
18740695415,7,252,scored,perfect,-96838
18975374805,1,253,scored,perfect,-409067
18989366008,4,254,scored,perfect,-213731
18991738306,0,255,scored,perfect,592753
19050369160,1,256,scored,perfect,-20426
19095623050,3,257,scored,perfect,-165512
19135619036,7,258,scored,perfect,-148466
19209029510,7,259,scored,perfect,-35602
19361921078,7,260,scored,perfect,225099
19364889949,1,261,scored,perfect,-59940
19375903057,5,262,scored,perfect,332147
19421892937,3,263,scored,perfect,-25068
19428891709,4,264,scored,perfect,-55042
19447913694,5,265,scored,perfect,-204935
19513914237,1,266,scored,perfect,-58928
19524812477,6,267,scored,perfect,870116
19537889159,4,268,scored,perfect,-96805
19538889471,7,269,scored,perfect,277597
19585916333,6,270,scored,perfect,32565
19637886899,0,271,scored,perfect,406451
19681885488,1,272,scored,perfect,178594
19697887752,3,273,scored,perfect,378562
19768885008,4,274,scored,perfect,-458064
19809891894,1,275,scored,perfect,-287140
19840884953,5,276,scored,perfect,11255
19874905501,4,277,scored,perfect,-230779
19974444599,5,278,scored,perfect,-263189
20229083058,0,279,scored,perfect,-339536
20272077611,6,280,scored,perfect,-282355
20353078990,0,281,scored,perfect,-274835
20370079116,3,282,scored,perfect,44790
20457085102,0,283,scored,perfect,344652
20475083269,2,284,scored,perfect,621973
20569079011,6,285,scored,perfect,168220
20598077145,7,286,scored,perfect,413765
20696080402,7,287,scored,perfect,151741
20701077550,4,288,scored,perfect,281638
20717080670,6,289,scored,perfect,595732
20746080946,3,290,scored,perfect,460841
20795083283,2,291,scored,perfect,37564
20843082168,7,292,scored,perfect,-40255
20879085432,2,293,scored,perfect,-465482
20921076832,5,294,scored,perfect,-241800
20966081380,0,295,scored,perfect,393084
21029081964,7,296,scored,perfect,-94258
21047083856,6,297,scored,perfect,-408962
21069079360,4,298,scored,perfect,94029
21143080299,0,299,scored,perfect,-449360
21177083103,4,300,scored,perfect,120717
21232710473,6,301,scored,perfect,244470
21282925044,5,302,scored,perfect,728440
21294274510,4,303,scored,perfect,-197420
21322282681,6,304,scored,perfect,126242
21358349469,7,305,scored,perfect,2151929
21412414988,3,306,scored,perfect,-133947
21449416785,6,307,scored,perfect,-174645
21610697268,2,308,scored,perfect,-41660
21687136794,4,309,scored,perfect,-10891
21759143257,4,310,scored,perfect,681363
21769138929,7,311,scored,perfect,120681
21853149573,0,312,scored,perfect,445272
22020740972,4,313,scored,perfect,313875
22110906094,0,314,scored,perfect,423241
22124883872,6,315,scored,perfect,-26847
22170908849,5,316,scored,perfect,-360474
22220876938,6,317,scored,perfect,261466
22277872399,7,318,scored,perfect,432689
22419873455,2,319,scored,perfect,400949
22454872213,0,320,scored,perfect,-163617
22493320527,5,321,scored,perfect,241168
22517310996,4,322,scored,perfect,377868
22726903898,2,323,scored,perfect,55014
22793903835,7,324,scored,perfect,-296767
22850902297,3,325,scored,perfect,-276314
22968798999,5,326,scored,perfect,180880
23027690174,6,327,scored,perfect,-108732
23039697654,3,328,scored,perfect,-251610
23158022638,4,329,scored,perfect,-317770
23213745849,2,330,scored,perfect,493431
23218579860,3,331,scored,perfect,-313978
23253598054,2,332,scored,perfect,286201
23297155014,6,333,scored,perfect,1450084
23360044303,4,334,scored,perfect,4046
23394032675,7,335,scored,perfect,35370
23447120225,1,336,scored,perfect,214788
23527118620,5,337,scored,perfect,407358
23535114576,0,338,scored,perfect,49804
23551115892,7,339,scored,perfect,127212
23582402261,3,340,scored,perfect,-106727
23597388965,5,341,scored,perfect,587726
23606390792,0,342,scored,perfect,383957
23702562508,1,343,scored,perfect,128855
23711866490,5,344,scored,perfect,-156058
23772874653,0,345,scored,perfect,-132565
23822870235,6,346,scored,perfect,-203878
23994832956,6,347,scored,perfect,11422
23999831311,7,348,scored,perfect,-114731
24146830764,6,349,scored,perfect,122590
24262832228,0,350,scored,perfect,-383710
24265831394,3,351,scored,perfect,-77732
24290832621,6,352,scored,perfect,-17180
24308846487,0,353,scored,perfect,412598
24310831102,1,354,scored,perfect,205936
24332831221,6,355,scored,perfect,247612
24368833063,5,356,scored,perfect,-379053
24374837574,2,357,scored,perfect,59805
24382833610,0,358,scored,perfect,67133
24484829662,0,359,scored,perfect,-182027
24516829815,2,360,scored,perfect,-4029
24638832965,7,361,scored,perfect,11207
24687833600,5,362,scored,perfect,412828
24886908615,6,363,scored,perfect,367456
24904910449,3,364,scored,perfect,338053
24910920180,7,365,scored,perfect,377961
24970935940,0,366,scored,perfect,-206617
24974948268,7,367,scored,perfect,405251
25309721457,4,368,scored,perfect,-280967
25335732000,0,369,scored,perfect,339448
25475725479,7,370,scored,perfect,441334
25534716157,1,371,scored,perfect,-334485
25567711862,5,372,scored,perfect,-475584
25654712085,6,373,scored,perfect,380506
25700899609,7,374,scored,perfect,656967
25784974578,6,375,scored,perfect,303068
25808950791,0,376,scored,perfect,321571
25887881818,1,377,scored,perfect,641063
25925970003,0,378,scored,perfect,-303616
25977864538,1,379,scored,perfect,223255
25987861447,7,380,scored,perfect,305394
26054422289,3,381,scored,perfect,100920
26122011969,3,382,scored,perfect,-428385
26131010531,6,383,scored,perfect,327308
26148010991,1,384,scored,perfect,-342968
26293215145,7,385,scored,perfect,91354
26342074168,2,386,scored,perfect,-83415
26431062535,4,387,scored,perfect,-162189
26493071935,6,388,scored,perfect,14616
26572063503,1,389,scored,perfect,-268050
26594066525,0,390,scored,perfect,-241465
26642076069,0,391,scored,perfect,-311887
26658076430,5,392,scored,perfect,-102448
26700065811,6,393,scored,perfect,-184657
26714064736,0,394,scored,perfect,143010
26738066264,1,395,scored,perfect,-56496
26882062567,0,396,scored,perfect,144019
26901069551,1,397,scored,perfect,-297759
26937063871,3,398,scored,perfect,-314938
26971064086,1,399,scored,perfect,-219385
27003063747,5,400,scored,perfect,-128963
27107080704,3,401,scored,perfect,-13365
27192087608,5,402,scored,perfect,241361
27291384562,6,403,scored,perfect,-3622
27436101921,2,404,scored,perfect,652843
27438253360,6,405,scored,perfect,587438
27445103039,0,406,scored,perfect,-323255
27448101466,7,407,scored,perfect,103283
27519100484,0,408,scored,perfect,-207752
27531104032,4,409,scored,perfect,-40559
27540104123,2,410,scored,perfect,482013
27643169068,3,411,scored,perfect,-287555
27679152074,5,412,scored,perfect,-253218
27768683251,4,413,scored,perfect,-5262
27860682017,1,414,scored,perfect,45944
27985723459,2,415,scored,perfect,-298290
28064720363,5,416,scored,perfect,-380863
28117719490,4,417,scored,perfect,-150765
28200008869,2,418,scored,perfect,-355635
28217008186,5,419,scored,perfect,373534
28258014601,0,420,scored,perfect,-124178
28259022543,4,421,scored,perfect,-43817
28267008415,7,422,scored,perfect,-153062
28485005525,7,423,scored,perfect,-99873
28528126158,5,424,scored,perfect,-470270
28577010940,0,425,scored,perfect,342413
28611009744,2,426,scored,perfect,-198614
28701009066,0,427,scored,perfect,80284
28754006557,6,428,scored,perfect,210141
28852254215,0,429,scored,perfect,436228
28889660744,4,430,scored,perfect,300687
28905615489,0,431,scored,perfect,-465720
29042614836,4,432,scored,perfect,358464
29073612787,0,433,scored,perfect,-31164
29099607265,7,434,scored,perfect,-347461
29146606696,3,435,scored,perfect,-198933
29179607190,6,436,scored,perfect,-195835
29356428042,0,437,scored,perfect,192560
29414152842,1,438,scored,perfect,-194663
29461412831,2,439,scored,perfect,-378686
29462961936,3,440,scored,perfect,-244968
29537803573,3,441,scored,perfect,254530
29586031496,1,442,scored,perfect,-227688
29715535287,4,443,scored,perfect,293594
29872221189,0,444,scored,perfect,457977
29895806451,6,445,scored,perfect,893540
29949322241,2,446,scored,perfect,97590
30046217809,0,447,scored,perfect,566139
30100970452,2,448,scored,perfect,-404447
30109974135,7,449,scored,perfect,-326310
30130978245,3,450,scored,perfect,-90189
30180015392,0,451,scored,perfect,478730
30205992544,7,452,scored,perfect,316147
30321984417,4,453,scored,perfect,328244
30404066667,1,454,scored,perfect,-439825
30451065965,5,455,scored,perfect,372888
30508590003,4,456,scored,perfect,100972
30624579667,6,457,scored,perfect,201410
30633596991,1,458,scored,perfect,-143836
30657579340,4,459,scored,perfect,435744
30659581437,2,460,scored,perfect,287310
30717579212,5,461,scored,perfect,-119672
30767598438,6,462,scored,perfect,615262
30792195232,0,463,scored,perfect,-247637
30926763537,6,464,scored,perfect,242765
30928578403,7,465,scored,perfect,222558
31002662644,6,466,scored,perfect,54266
31054664223,6,467,scored,perfect,630555
31072064726,5,468,scored,perfect,288573
31128069494,0,469,scored,perfect,-81417
31183066708,2,470,scored,perfect,645884
31252438528,6,471,scored,perfect,185630
31292175251,4,472,scored,perfect,416560
31340173101,1,473,scored,perfect,-252856
31348171548,4,474,scored,perfect,-322234
31410172405,1,475,scored,perfect,-31581
31412170127,3,476,scored,perfect,-432976
31452652787,6,477,scored,perfect,-73891
31452653909,1,478,scored,perfect,-162197
31492996180,0,479,scored,perfect,709128
31582718337,3,480,scored,perfect,72610
31628970699,5,481,scored,perfect,566757
31780242254,5,482,scored,perfect,2659474
31800846875,2,483,scored,perfect,549726
31824863230,5,484,scored,perfect,340322
31841777996,6,485,scored,perfect,-273229
31883869723,7,486,scored,perfect,691989
31945844903,7,487,scored,perfect,-470008
31993858841,3,488,scored,perfect,534618
32022849569,5,489,scored,perfect,132102
32038848981,7,490,scored,perfect,-264411
32063296953,6,491,scored,perfect,-358570
32068124105,4,492,scored,perfect,177115
32079129810,0,493,scored,perfect,77493
32144436562,1,494,scored,perfect,245911
32227970846,0,495,scored,perfect,53614
32284822921,1,496,scored,perfect,290006
32311081019,5,497,scored,perfect,-174325
32322072339,6,498,scored,perfect,630803
32416699735,5,499,scored,perfect,-36259
32461699574,7,500,scored,perfect,137797
32575725660,6,501,scored,perfect,269367
32610214393,4,502,scored,perfect,7384
32613211143,1,503,scored,perfect,543298
32644722063,2,504,scored,perfect,524536
32755990598,2,505,scored,perfect,-147308
32770990536,0,506,scored,perfect,20
32822991296,1,507,scored,perfect,279241
32971991567,1,508,scored,perfect,580248
32973993395,5,509,scored,perfect,430578
32985994118,6,510,scored,perfect,453078
32993996448,4,511,scored,perfect,453545
33030991058,2,512,scored,perfect,-472774
33101995555,1,513,scored,perfect,-117353
33165991877,3,514,scored,perfect,-97630
33217991951,2,515,scored,perfect,-254481
33312990473,2,516,scored,perfect,-124587
33404990050,1,517,scored,perfect,384886
33443993779,0,518,scored,perfect,536317
33504990679,4,519,scored,perfect,-327385
33563991988,5,520,scored,perfect,-135838
33583990208,2,521,scored,perfect,-379593
33586992271,4,522,scored,perfect,296251
33596020862,1,523,scored,perfect,761062
33671990229,1,524,scored,perfect,477242
33730991509,3,525,scored,perfect,-460274
33744991988,7,526,scored,perfect,378663
33748992757,6,527,scored,perfect,-69114
33827990888,5,528,scored,perfect,551114
33865997378,1,529,scored,perfect,220427
33870990059,7,530,scored,perfect,-248681
33918989904,5,531,scored,perfect,-139994
33942015602,1,532,scored,perfect,487087
33966992290,3,533,scored,perfect,-40671
33976997515,4,534,scored,perfect,-395436
34055991386,5,535,scored,perfect,145012
34071990381,2,536,scored,perfect,561500
34071991209,3,537,scored,perfect,-129727
34188991679,0,538,scored,perfect,32624
34284992275,4,539,scored,perfect,-157180
34346991335,7,540,scored,perfect,-300812
34364993275,1,541,scored,perfect,447448
34392008541,5,542,scored,perfect,-314375
34415991501,4,543,scored,perfect,-229790
34446991345,2,544,scored,perfect,-464038
34461659362,4,545,scored,perfect,424363
34504653451,0,546,scored,perfect,-388667
34615653632,6,547,scored,perfect,266243
34663721553,0,548,scored,perfect,-161790
34688743958,6,549,scored,perfect,367697
34697724507,7,550,scored,perfect,37050
34722724220,2,551,scored,perfect,-181978
34751721742,4,552,scored,perfect,88094
34752724179,5,553,scored,perfect,531103
34763740903,0,554,scored,perfect,236977
34806723800,3,555,scored,perfect,179135
34836720611,4,556,scored,perfect,370149
34973771901,3,557,scored,perfect,-423415
35073848949,4,558,scored,perfect,229867
35182266032,7,559,scored,perfect,366176
35235267252,5,560,scored,perfect,400827
35240269366,7,561,scored,perfect,499665
35525275961,5,562,scored,perfect,84756
35578263906,1,563,scored,perfect,484476
35583263922,7,564,scored,perfect,346875
35613264795,3,565,scored,perfect,-366835
35634263598,4,566,scored,perfect,9960
35670267937,1,567,scored,perfect,-262230
35711262859,4,568,scored,perfect,2834
35751405688,1,569,scored,perfect,-26001
35770406477,4,570,scored,perfect,581517
35793406588,3,571,scored,perfect,-217981
35801403389,0,572,scored,perfect,110662
35803406284,6,573,scored,perfect,-310000
35822402719,1,574,scored,perfect,149450
35856404460,6,575,scored,perfect,126274
35886403493,3,576,scored,perfect,-164305
35920406144,5,577,scored,perfect,302847
35959416402,0,578,scored,perfect,567606
36070403770,2,579,scored,perfect,158911
36155404729,7,580,scored,perfect,-86852
36158445236,2,581,scored,perfect,235026
36209408656,2,582,scored,perfect,-329270
36223407020,3,583,scored,perfect,-291494
36230403612,1,584,scored,perfect,40155
36334402106,0,585,scored,perfect,-462221
36528240584,7,586,scored,perfect,292848
36555238305,0,587,scored,perfect,108980
36629237442,1,588,scored,perfect,297745
36840242934,1,589,scored,perfect,-142518
36920239462,2,590,scored,perfect,318727
37059242706,3,591,scored,perfect,-364689
37291239006,6,592,scored,perfect,-328139
37321238967,1,593,scored,perfect,-217189
37388239807,7,594,scored,perfect,257631
37406242542,2,595,scored,perfect,78918
37406243551,6,596,scored,perfect,-89626
37466241830,6,597,scored,perfect,517432
37466242642,7,598,scored,perfect,-280746
37568242548,5,599,scored,perfect,-426777
37637238532,4,600,scored,perfect,358184
37665241170,0,601,scored,perfect,40643
37690242588,3,602,scored,perfect,-79702
37747242074,3,603,scored,perfect,214055
37840241376,0,604,scored,perfect,486836
37874241342,5,605,scored,perfect,120217
37883238974,6,606,scored,perfect,-462366
37915241910,0,607,scored,perfect,-277612
38007242684,2,608,scored,perfect,-493208
38067238055,4,609,scored,perfect,-94060
38088292608,1,610,scored,perfect,-148450
38091239387,3,611,scored,perfect,-141926
38118243198,0,612,scored,perfect,-1149
38187240702,5,613,scored,perfect,463056
38196238784,2,614,scored,perfect,-47955
38293241369,0,615,scored,perfect,-278885
38433242370,3,616,scored,perfect,-520612
38455237399,4,617,scored,perfect,-59821
38457248034,5,618,scored,perfect,-406986
38486239240,0,619,scored,perfect,243890
38489240640,7,620,scored,perfect,-170803
38574239192,7,621,scored,perfect,66864
38662514435,1,622,scored,perfect,346835
38671513861,7,623,scored,perfect,283244
38696521304,4,624,scored,perfect,-167174
38727518654,2,625,scored,perfect,187287
38817516179,5,626,scored,perfect,306854
38843519107,7,627,scored,perfect,178553
38850517878,3,628,scored,perfect,-47597
38876520023,5,629,scored,perfect,-482418
38924516111,5,630,scored,perfect,-199425
38949514935,6,631,scored,perfect,297569
38975536468,1,632,scored,perfect,36411
38998324187,5,633,scored,perfect,350231
39094042270,5,634,scored,perfect,-123542
39108040214,4,635,scored,perfect,202589
39113038826,6,636,scored,perfect,-337029
39142067115,3,637,scored,perfect,106608
39157043801,0,638,scored,perfect,-3030
39164081989,1,639,scored,perfect,42674
39252368538,0,640,scored,perfect,405785
39261043512,5,641,scored,perfect,464433
39291038627,2,642,scored,perfect,-122139
39372037529,1,643,scored,perfect,57578
39391041126,3,644,scored,perfect,-272616
39515066754,4,645,scored,perfect,7515
39523176758,7,646,scored,perfect,495282
39647041398,7,647,scored,perfect,477453
39667073646,1,648,scored,perfect,254530
39900893077,4,649,scored,perfect,236982
40027894427,6,650,scored,perfect,-10009
40074889318,5,651,scored,perfect,-181996
40217887650,5,652,scored,perfect,94434
40239887252,0,653,scored,perfect,533111
40248888927,7,654,scored,perfect,611224
40260888219,5,655,scored,perfect,56093
40306891502,0,656,scored,perfect,651305
40318887327,7,657,scored,perfect,544698
40353886670,5,658,scored,perfect,390251
40428913345,4,659,scored,perfect,526257
40432887987,0,660,scored,perfect,472172
40497889705,6,661,scored,perfect,401085
40499886827,3,662,scored,perfect,230323
40542895111,7,663,scored,perfect,204728
40640889441,6,664,scored,perfect,-475904
40645888129,0,665,scored,perfect,-330475
40777887924,1,666,scored,perfect,366249
40823888943,1,667,scored,perfect,599264
40838894403,2,668,scored,perfect,-161386
40935188269,2,669,scored,perfect,-490249
40949188217,1,670,scored,perfect,321614
41017462942,7,671,scored,perfect,501304
41077470998,0,672,scored,perfect,340203
41086459087,5,673,scored,perfect,-162559
41114465558,4,674,scored,perfect,-421460
41162459028,6,675,scored,perfect,45023
41163464293,7,676,scored,perfect,62956
41200463129,5,677,scored,perfect,136783
41338168514,4,678,scored,perfect,-404709
41357163594,5,679,scored,perfect,559222
41390164681,1,680,scored,perfect,439274
41405162113,7,681,scored,perfect,-271742
41488162326,4,682,scored,perfect,85623
41522161712,5,683,scored,perfect,-277692
41585235385,2,684,scored,perfect,129375
41599260071,3,685,scored,perfect,237677
41629601995,4,686,scored,perfect,-444315
41639597181,2,687,scored,perfect,169878
41678626175,1,688,scored,perfect,-213116
41693600263,0,689,scored,perfect,597883
41694597416,5,690,scored,perfect,476304
41769608184,2,691,scored,perfect,-594935
41800609484,5,692,scored,perfect,158471
41878404841,0,693,scored,perfect,-271193
42009815987,3,694,scored,perfect,-361218
42037945859,6,695,scored,perfect,357243
42072908796,0,696,scored,perfect,53307
42099915751,7,697,scored,perfect,438109
42210874073,5,698,scored,perfect,-365625
42241899807,6,699,scored,perfect,99213
42261874726,1,700,scored,perfect,-90083
42273874078,4,701,scored,perfect,391069
42278873042,0,702,scored,perfect,-337303
42342879215,6,703,scored,perfect,317835
42352872210,7,704,scored,perfect,-127356
42356876127,1,705,scored,perfect,-13620
42365873520,5,706,scored,perfect,-216643
42446878203,4,707,scored,perfect,-532501
42487873131,0,708,scored,perfect,195166
42589874072,3,709,scored,perfect,137921
42639874207,2,710,scored,perfect,468018
42645873932,0,711,scored,perfect,543769
42717940714,5,712,scored,perfect,-303889
